smiles	Hansch pi	Hammett sigma p
[R]N(CC(C)C)CC(C)C	2.46	-0.674
[R]c2cc1ccc(C)cc1nc2O	2.948	0.019
[R]c2ccc(c1cnco1)cc2	1.309	0.06
[R]c1ccn(CC)n1	0.828	0.011
[R]Nc1ccc(C)nc1	0.35	-0.326
[R]C(O)=CC(=O)C(O)=O	-0.027	0.693
[R]CC(N)Cc1ccccc1F	1.9	-0.035
[R]c1ncc(Cl)c(NC)n1	1.01	0.244
[R]OCC(=O)NO	-0.85	-0.114
[R]CC(=O)Nc1nnc(C)s1	0.283	-0.033
[R]C=CC(=O)c1ccccc1	2.047	0.318
[R]C(=O)NC1CCCCCCC1	1.751	0.353
[R]NC(=O)NC1CCCC1	0.253	-0.365
[R]C(=O)c1ccc(I)cc1	2.772	0.519
[R]C(=O)COc1c(C)cccc1C	2.977	0.535
[R]N2CC1CNCC1C2	-0.716	-0.648
[R]CCc2ccc1ccccc1c2	3.772	-0.096
[R]c1cccc2nccnc12	1.154	-0.003
[R]c2ccc1nc(N)nc(N)c1c2	1.058	-0.049
[R]C(N)CCc1ccccc1	1.905	-0.072
[R]C1CCCCC1N2CCCC2	1.934	-0.253
[R]CC12CCN(CC1)CC2	1.017	-0.109
[R]Oc1cncc(C(N)=O)c1	-0.81	0.015
[R]c1ccc(OC)cc1N(=O)=O	1.678	0.09
[R]NCc1ccc(N)nc1C	0.221	-0.639
[R]S(=O)(=O)NC1CCCCC1	0.924	0.575
[R]C(=O)NN=Cc1cccs1	1.143	0.469
[R]NNC(=O)c1ccccc1O	0.811	-0.454
[R]C(CF)CF	0.516	0.076
[R]c1ccc(CN(CC)CC)cc1	2.549	-0.036
[R]NC(=O)CCCc1ccccc1	1.727	-0.292
[R]C(C)Nc1ncnc(N)c1C#N	0.751	0.122
[R]Nc1ncc(Cl)c(NC)n1	0.829	-0.353
[R]C(=O)Oc1ccc(C(N)=N)cc1	0.71	0.57
[R]c1cnn(CC(C)(C)O)c1	0.135	-0.188
[R]Cc1ccccc1C(O)=O	2.072	-0.229
[R]C(=O)NCCCCCC(=O)NO	-0.238	0.364
[R]NC(=O)C1CC1(C)C	0.539	-0.302
[R]Nc1ncnc2[nH]cnc12	-0.137	-0.326
[R]CCc1c[nH]c2ccc(F)cc12	2.218	-0.096
[R]Cc1ncccn1	0.271	-0.057
[R]C(CC)C(N)=O	0.018	-0.106
[R]OCc1cccc(C)c1	2.231	-0.258
[R]C1CC1N	-0.35	-0.145
[R]NN=Cc1cccc(OC)c1O	1.432	-0.501
[R]c1cccc(Br)n1	2.254	0.241
[R]C(C)c1ccc(C(O)=O)cc1	2.403	-0.031
[R]NC(=O)C(N)C(C)CC	-0.009	-0.267
[R]C(=O)NCCCC(O)=O	-0.652	0.385
[R]CCNC(=O)c1ccco1	-0.115	-0.006
[R]c1nc(N)nc(N)c1C#N	0.092	0.307
[R]N1CC2CC1CN2C	-0.151	-0.636
[R]N2CCN1CCCC1C2	0.229	-0.674
[R]c1ncc(Cl)s1	1.492	0.339
[R]NCCc1ccccc1Cl	2.217	-0.633
[R]S(=O)(=O)NCc1ccco1	-0.649	0.617
[R]N1CCCS1(=O)=O	-0.425	-0.3
[R]c2cccc(c1cccnc1)c2	2.35	0.021
[R]c2nc(c1cccs1)no2	1.714	0.429
[R]SCC(=O)Nc1ccc(C)cc1	1.403	0.018
[R]C1C(O)COc2ccccc12	1.27	-0.142
[R]c1ccc(C(F)(F)F)c(Cl)c1	3.378	0.208
[R]CC1CCCN(C(N)=N)C1	0.345	-0.122
[R]C(=O)CSCc1ccccc1	2.48	0.535
[R]NS(=O)(=O)c1ccc(CC)cc1	1.884	-0.171
[R]C(=O)CS	0.57	0.556
[R]c2nc1cc(C)ccc1o2	2.005	0.317
[R]c2nnc(c1ccc(Cl)cc1)o2	2.645	0.459
[R]c2cccc(N1CCNCC1)n2	1.468	0.124
[R]C(=O)NCC(C)O	-0.657	0.36
[R]S(=O)(=O)c1cccs1	0.837	0.606
[R]NS(=O)(=O)c1ccc(F)c(F)c1	1.3	-0.066
[R]C(=O)NCc1ccc(N)nc1C	-0.076	0.356
[R]Nc1nc(N)nc(N)c1C#N	-0.095	-0.273
[R]Oc1ccc(C)cc1C	2.603	-0.115
[R]c1nnc(C(C)C)s1	2.039	0.344
[R]NC(C)(C)c1ccccc1	1.938	-0.637
[R]NC1C(O)COc2ccccc12	0.715	-0.573
[R]Nc1ccc(CCCC)cc1	3.147	-0.4
[R]c1cocn1	-0.205	0.109
[R]C1=C(O)CC(C)(C)CC1=O	0.943	0.068
[R]CC(=O)Nc1cc(Cl)cc(Cl)c1	2.023	-0.02
[R]c2nc1cc(C)c(C)cc1[nH]2	2.295	0.287
[R]CCOc1ccc(C(O)=O)cc1	1.767	0.053
[R]NC(C(O)=O)c1ccccc1	1.184	-0.523
[R]CCCc1ccc(Cl)cc1	3.684	-0.091
[R]CCS(=O)(=O)CC	0.127	0.016
[R]C1OC(C)C(O)C1O	-0.403	0.089
[R]c2nc(c1ccccc1)cn2C	2.06	0.187
[R]C(=O)NC(CCC(O)=O)C(N)=O	-1.78	0.39
[R]CNC(=O)c1ccc(F)cc1	1.289	0.13
[R]N1CCN2CCC1CC2	-0.17	-0.669
[R]OCC(=O)Nc1ccccc1	0.592	-0.136
[R]C(CCC(O)=O)C(N)=O	-0.818	-0.03
[R]C(C)c1ccc(OC)cc1	2.452	-0.117
[R]CNC(=O)Nc1ccccc1	0.894	0.124
[R]C=Cc1ccoc1	0.764	-0.05
[R]c1ncon1	0.047	0.253
[R]Nc1cc(C)nc2ncnn12	0.37	0.003
[R]c1ccccc1C(C)(C)O	1.933	0.005
[R]N2CCC1(CCCC1)CC2	1.806	-0.685
[R]C(OC)c1ccccc1	1.883	-0.057
[R]N(CC)c1cccc(C)c1	2.548	-0.448
[R]c1ccc(OS(O)(=O)=O)cc1	1.633	0.143
[R]C2CSC(c1cccnc1)N2	0.791	0.136
[R]c1nnn(CC)n1	0.628	0.209
[R]C(=O)c1cc(Br)ccc1O	2.022	0.448
[R]CC(OC)OC	0.261	-0.052
[R]c1cnc(C)n1C	-0.023	0.005
[R]c1ccc(N=N#N)cc1	2.823	0.051
[R]C(=O)c1ccc(F)cn1	0.741	0.429
[R]c2cc1cc(C)ccc1nc2O	2.948	0.024
[R]c2ccc1nc(N)nc(N)c1n2	0.544	0.056
[R]NC(C)=S	-0.177	-0.115
[R]C1C(C)(C)C2CCC1(C)C2	3.13	-0.161
[R]C(=O)NCCCOC(C)C	0.016	0.372
[R]N2CCC(N1CCOCC1)CC2	-0.335	-0.639
[R]C1(O)CC1	-0.11	0.034
[R]CCN1CCCC1=O	-0.122	-0.028
[R]Cc1c(F)cccc1C(F)(F)F	3.396	-0.046
[R]OCCC(F)(F)F	0.475	-0.153
[R]NC(CCC(O)=O)C(N)=O	-1.483	-0.552
[R]CCC1CCOCC1	1.322	-0.106
[R]c1c(O)[nH]c2ccccc12	1.409	-0.172
[R]C(=S)NCC	0.45	0.629
[R]NC(CO)c1cccc(Cl)c1	1.592	-0.576
[R]Nc1cccc(Cl)c1F	2.149	-0.254
[R]Nc1ccccc1N2CCCC2	2.081	-0.443
[R]C(=O)Cc1ccc(O)cc1	2.1	0.491
[R]NS(=O)(=O)c1cccc(C)c1	1.488	-0.166
[R]C1(C)COCC(N)=N1	-0.898	-0.095
[R]c1ccc(C)c(CC)c1	3.308	-0.057
[R]C(C)CN	0.065	-0.082
[R]c2ccc1nc(N)sc1c2	1.926	-0.02
[R]C=Cc1ccccc1F	2.649	0.002
[R]c1ccc(C)cc1OC	2.192	-0.166
[R]C1CCC(COCC(O)=O)CC1	1.248	-0.118
[R]C#Cc1ccc(F)cc1	2.42	0.143
[R]CC(=O)Nc1ccc(C)c(Cl)c1	1.973	-0.055
[R]N2CCN(C1CCCC1)CC2	1.022	-0.677
[R]Oc1ccccc1OCC	1.759	-0.133
[R]Oc1c(OC)cccc1OC	1.163	-0.356
[R]CC1COC(N)=N1	0.178	-0.212
[R]c1ccc(NC(=O)CCC)cc1	1.851	-0.049
[R]NCCC(C)(C)C	1.641	-0.65
[R]CCOc1c(Cl)cc(C)cc1Cl	3.572	-0.023
[R]C(=O)Cc1ccc(Br)cc1	3.176	0.519
[R]OC(=O)CCCCCCC	2.348	-0.085
[R]c2cccc(c1cnn(C)c1)c2	1.771	-0.041
[R]c2nc1cc(OC)ccc1[nH]2	1.107	0.323
[R]C=Cc1ccc(Cl)c(Cl)c1	3.546	0.087
[R]N2Cc1cccnc1C2	0.377	-0.522
[R]Oc1cccc(Cl)c1Cl	2.705	0.03
[R]C#CC(C)(O)c1cc(C)on1	0.425	0.168
[R]C(C)N(O)C(N)=O	-0.135	-0.095
[R]C(N)(CO)COP(O)(O)=O	-0.913	-0.027
[R]Nc1ncc(Br)s1	1.612	-0.262
[R]C(=O)c1ccc(C)cc1C	2.449	0.434
[R]c1cnn2ccccc12	0.911	-0.213
[R]c2cc1cc(OC)ccc1[nH]2	1.262	0.024
[R]NC(C)c1ccc(C(O)=O)cc1	1.558	-0.563
[R]NC(=O)c1ccc(C)c(C)c1	1.936	-0.308
[R]C(C)(O)c1cc(C)on1	0.123	-0.042
[R]c1cc(OC)ccc1Cl	2.243	0.051
[R]C(=O)c1ccc(C)c(N(=O)=O)c1	1.935	0.619
[R]SC(N)=N	-0.018	-0.077
[R]C2CCC(c1ccccc1)CC2	3.72	-0.118
[R]C#CCO	0.06	0.073
[R]C(=O)C(CC)c1ccccc1	3.343	0.473
[R]C(=O)NN=Cc1ccco1	0.156	0.48
[R]CNC(=O)c1ccccc1Cl	1.668	0.113
[R]C(=O)N(C)C1CCS(=O)(=O)C1	-1.103	0.466
[R]OCC(=O)c1ccccc1	1.052	-0.18
[R]c1snnc1C	0.716	0.211
[R]c1c(O)cccc1C(O)=O	1.391	-0.144
[R]C(O)CN(C)C	-0.193	0.013
[R]C(C(N)=O)c1ccccc1	0.839	-0.101
[R]NCC(O)COc1ccccc1	0.914	-0.546
[R]c1ccc(Br)cc1C	3.236	0.059
[R]C(C)c2ccc1ccccc1c2	3.706	-0.095
[R]SCc1c(F)cccc1Cl	2.764	-0.03
[R]c1cccc(NC(=O)CC)c1	1.455	-0.061
[R]c2cc(=O)n1ccsc1n2	0.561	0.295
[R]C=Cc1ccc(Br)cc1	3.302	0.053
[R]c1cccnc1OCC	1.454	-0.095
[R]c2nnc(c1ccncc1)o2	0.815	0.488
[R]c1ccc(C)cc1O	2.16	-0.061
[R]CCN2CCc1ccccc1C2	2.19	-0.076
[R]C(CC(O)=O)c1nnc(C)o1	-0.127	0.13
[R]Nc1nn[nH]n1	-0.141	-0.297
[R]NC(=O)C(N)C(C)C	-0.406	-0.302
[R]N1CCCCS1(=O)=O	0.026	-0.319
[R]C(=S)NCCCn1cncc1C	-0.484	0.693
[R]Cc2cc(=O)n1ccsc1n2	0.493	-0.011
[R]C(=O)NC(C)(C)CC	0.676	0.355
[R]NC(=O)C(NC(C)=O)C(C)C	-0.579	-0.215
[R]C1(F)CCOCC1	-0.071	0.092
[R]c2ccc1nc(C)cc(N)c1c2	1.454	-0.016
[R]CSc1nncn1C	0.581	0.114
[R]OCC1CCC1	1.093	-0.278
[R]Nc1ccc(C(O)=O)cn1	0.576	-0.147
[R]COC(C)C	0.792	-0.071
[R]C(=O)c1ccc(F)cc1Cl	2.172	0.521
[R]c1cc(N)ncn1	0.336	0.233
[R]C(=O)C(=O)NC1CC1	0.243	0.636
[R]c1cc(Br)cc(Br)c1O	3.277	0.122
[R]C2(c1ccccc1)CCCCC2	3.822	-0.101
[R]CCCCNC(C)=S	1.015	-0.058
[R]N1CCC(OCOC)CC1	0.067	-0.642
[R]Nc2ccc1cnccc1c2	1.182	-0.289
[R]CCc1ccc(N)cc1	1.987	-0.137
[R]C(=O)Nc1ncc(Br)s1	1.175	0.526
[R]c1cc(N(=O)=O)cc(N(=O)=O)c1	1.885	0.458
[R]COc1ccc(N(=O)=O)cc1	1.771	0.17
[R]c2nc1cc(Cl)ccc1s2	2.921	0.366
[R]Nc1ccc(C)c(CC)c1	2.822	-0.411
[R]C1CC1(Cl)Cl	1.59	0.086
[R]Nc2nc1CCN(C)Cc1s2	0.521	-0.216
[R]C(=O)OCCC(C)C	1.561	0.491
[R]C(CCC(N)=O)C(N)=O	-1.683	-0.096
[R]C(=O)CNC(=O)c1cccs1	0.846	0.586
[R]C(=S)NC	0.107	0.638
[R]C(CC(C)C)C(=O)OC	1.641	-0.031
[R]c2ccc1scnc1c2	2.206	0.04
[R]c1ccc(OCCF)cc1	1.885	-0.057
[R]c1ccncc1Cl	1.184	0.159
[R]c1ccc(C(O)=O)cc1OC	1.423	-0.008
[R]C(=O)NCc1ccc(O)cc1	0.865	0.38
[R]NC(=O)Nc1cccc(C#N)c1	0.782	-0.239
[R]C(=O)N1CCC(OCOC)CC1	-0.345	0.375
[R]CC(=O)NC1CCS(=O)(=O)C1	-1.417	-0.049
[R]c1ccc(O)cc1Cl	2.211	0.03
[R]C(=O)NC(C)(C)CO	-0.579	0.38
[R]NC(CCC(N)=O)C(N)=O	-2.348	-0.587
[R]OCC1CCOCC1	0.243	-0.248
[R]c1ccc(C)cc1N(=O)=O	2.398	0.135
[R]c1ccc(Cl)nn1	1.502	0.358
[R]C(=O)NC(CCC(N)=O)C(N)=O	-2.645	0.374
[R]C(=O)C(C)Oc1ccccc1	2.58	0.556
[R]C1(O)CCCC1	0.682	-0.039
[R]c1nnc(SCC)s1	1.755	0.348
[R]NC1CCC(C(F)(F)F)CC1	1.924	-0.566
[R]NC(=O)c1cncc(Br)c1	0.481	-0.198
[R]CCCc1ccc(F)cc1	3.306	-0.093
[R]c2ccc1cc(O)ccc1c2	2.695	0
[R]NC(=O)CCN(C)C	-0.863	-0.286
[R]C(=O)c1csc2ccccc12	1.988	0.424
[R]C(=O)Nc2nc1CCCCc1s2	1.079	0.461
[R]c2nc(c1ccncc1)no2	0.931	0.467
[R]C1OCC(O)C(O)C1O	-1.189	0.124
[R]c2ccc(N1CCNCC1)nc2	1.068	-0.011
[R]c1ccc(O)c(N(=O)=O)c1	1.647	0.195
[R]Nc1nc(C)c(C(=O)OCC)s1	1.065	-0.055
[R]c1ncc(C(F)(F)F)[nH]1	0.842	0.374
[R]S(=O)(=O)c1cc(C)cc(C)c1	2.001	0.573
[R]Nc1ccc(C)cc1Cl	2.477	-0.33
[R]c1ccccc1N(C)S(C)(=O)=O	1.911	-0.041
[R]Cc1ncc[nH]1	-0.338	-0.068
[R]CNc1ccc(OC)cc1	1.391	0.073
[R]c1nnnn1C2CCCCC2	1.755	0.475
[R]C(C)CN(C)C	0.834	-0.118
[R]NS(=O)(=O)c1cccc(Cl)c1Cl	2.057	-0.12
[R]c1cc(F)ccc1O	1.833	0.068
[R]CCc1ccc(C(O)=O)cc1	2.468	-0.052
[R]SCc1cccnc1	0.795	0.011
[R]c2cc1ccccc1cc2OC	2.727	-0.104
[R]c1cc(O)c(=O)[nH]n1	-0.092	0.307
[R]n1ncc(C(=O)CCC)c1C	0.364	0.208
[R]COc1ccccn1	1.204	0.007
[R]C(N)CC1CCCCC1	1.704	-0.096
[R]C(=O)N2CCC1(CCCC1)CC2	1.394	0.35
[R]NCc1ccc(C)o1	-0.318	-0.584
[R]CCCC(=O)NO	0.338	-0.095
[R]CCC(N)(CO)COP(O)(O)=O	-0.265	-0.148
[R]CCCC1CCCC1	2.965	-0.131
[R]N2Cc1ccccc1CC2CO	1.418	-0.724
[R]N2CCC(Cc1c[nH]cn1)CC2	-0.126	-0.759
[R]CCCCc1c[nH]cn1	0.739	-0.161
[R]c2cc(C)c1ccccc1n2	2.933	0.16
[R]Oc1cccc2nc(C)ccc12	1.929	-0.036
[R]C(=O)c1cccc(OC)c1OC	1.009	0.39
[R]C=NNC(=O)c1ccncc1	-0.029	0.155
[R]c1cc(F)ccc1n2nccn2	1.518	0.098
[R]c1c[nH]c2cc(F)ccc12	1.425	-0.158
[R]NC(=O)c1ccc(F)cn1	0.228	-0.245
[R]c2ccnc(N1CCNCC1)c2	1.068	0.098
[R]C(=O)c1c(Cl)cncc1Cl	1.239	0.564
[R]Nc1cccc(NC(=O)C=C)c1	1.217	-0.408
[R]Oc1cccc(C(O)=O)c1	1.367	-0.008
[R]Oc1c(F)cccc1F	1.948	-0.122
[R]OCC1CCN(C)CC1	0.387	-0.273
[R]N(C)OC	0.303	-0.566
[R]CCn1c(C)ncc1N(=O)=O	0.453	0.147
[R]c1ccccc1NS(C)(=O)=O	1.22	0.07
[R]c1cc(Cl)ccn1	1.583	0.222
[R]c1ccc(=O)[nH]c1	0.007	0.011
[R]Oc1ccccc1C(O)=O	1.367	-0.004
[R]C(=O)Nc1cc(F)ccc1F	1.334	0.51
[R]c1ccc(Cl)cc1N(=O)=O	2.449	0.227
[R]C1(C(N)=O)CC1	-0.217	0.03
[R]C(=O)Nc1ccccc1SC	1.145	0.428
[R]OC(=O)c1ccc(C)cc1	2.119	-0.093
[R]C(=O)c1cncc(C)c1	0.67	0.51
[R]c1nc(C)nn1C(C)C	1.334	0.312
[R]Cc1cccc(C(N)=O)c1	1.207	-0.087
[R]C(=O)C1CCN(C)CC1	0.915	0.459
[R]CCc1ccc(C(C)(C)C)cc1	4.397	-0.109
[R]C(=O)NCCCN(CC)CC	0.089	0.363
[R]NC(=O)OC1CCOC1	-0.506	-0.199
[R]c2ccc1cccnc1c2	2.067	0.024
[R]n2c(=O)[nH]c1ccccc1c2=O	0.126	0.035
[R]CSc1ncccn1	0.707	0.067
[R]NC(=O)CN1CCN(C)CC1	-1.243	-0.288
[R]N1CCCC(CO)C1	0.054	-0.704
[R]Cc1ccc(NC(N)=O)cc1	0.951	-0.126
[R]C(=O)OCC12CCN(CC1)CC2	0.443	0.513
[R]C(=O)OCCN(C)C	0.002	0.453
[R]CS(=O)(=O)c1ccc(C)cc1	1.682	0.187
[R]Nc1ccc(I)cc1	2.749	-0.297
[R]COc1cccc2[nH]ccc12	1.125	0.007
[R]c2cn1nc(C)ccc1n2	0.927	0.043
[R]CCc1ccc(Br)cc1	3.562	-0.061
[R]C(=O)NC1CCOC1	-0.847	0.416
[R]OCc1cccc(C(F)(F)F)c1	2.646	-0.185
[R]NCc1cccc(Br)c1	2.239	-0.58
[R]NCc1ccc(F)cc1F	1.726	-0.58
[R]c1ccncc1C	1.133	0.105
[R]N2C(=O)C1CCCN1C2=O	-0.461	0.03
[R]C1=CC(=O)OC1	-0.028	0.371
[R]c1c(C)n[nH]c1O	0.134	-0.074
[R]NCc2ccc1ccccc1c2	2.449	-0.622
[R]C(=O)c1c(O)cccc1C(O)=O	0.928	0.35
[R]c2ccc(c1ccco1)cc2	2.145	0.018
[R]Nc1c(Cl)cc(Cl)cc1Cl	3.045	-0.467
[R]C(=O)N1CCN(S(C)(=O)=O)CC1	-0.91	0.448
[R]N1C(C)CCC1C	1.184	-0.699
[R]c2ccc1sccc1c2	2.451	-0.004
[R]c1cc(OC)c(O)c(C=O)c1	1.116	0.136
[R]CN(=O)=O	0.314	0.339
[R]C(=O)N2Cc1cccnc1C2	-0.035	0.413
[R]c1nnc(S)n1CC	1.209	0.363
[R]N2CCC(c1ccccc1)C2	1.977	-0.655
[R]C(=O)c1cn(C)c2ccccc12	1.069	0.348
[R]C(=O)Nc1ccc(F)cn1	0.581	0.466
[R]CC(=O)c1ccc(O)c(O)c1	0.878	-0.082
[R]N2C(=O)C1CCCCC1C2=O	0.46	0.032
[R]CCCC(C)(C)O	1.293	-0.156
[R]C(=O)NCC(O)CO	-1.442	0.377
[R]c1ccc(NC)nc1	0.938	-0.106
[R]NC(=O)c1cncc(C)c1	0.157	-0.243
[R]NC(C)c1ccc(Cl)cc1	2.378	-0.584
[R]N1C2CCC1CC2	0.824	-0.707
[R]OCCn1ccnc1	-0.657	-0.139
[R]C(=O)N1CCN(CCO)CC1	-1.022	0.345
[R]c2ccc(n1cccc1)cc2	1.808	0.019
[R]c1snc(C(N)=O)c1N	-0.554	-0.052
[R]OCC12CCN(CC1)CC2	0.407	-0.254
[R]NC(=O)N2Cc1cccnc1C2	-0.345	-0.31
[R]C(=O)c1snc(C(N)=O)c1N	-1.017	0.431
[R]C(=O)c1ccc(OCCC)cc1	2.073	0.429
[R]C1CCN(CCCC)CC1	1.88	-0.131
[R]c1cnccc1C(F)(F)F	1.548	0.204
[R]N(C)Cc1ccccc1OC	1.556	-0.713
[R]c1cccc(OCCC)c1	2.536	-0.014
[R]c2csc(c1cccnc1)n2	1.375	0.14
[R]Nc1nnc(C(C)C)s1	1.858	-0.275
[R]C(=O)Nc1nnc(C(C)C)s1	1.422	0.535
[R]OCC=C(C)C	1.232	-0.273
[R]c2ccc1oc(C)cc1c2	1.464	-0.046
[R]Cc1nnc(C)o1	0.147	0.064
[R]NC(=O)NCc1ccco1	-0.925	-0.335
[R]C1CCN(CCOC)CC1	0.508	-0.156
[R]C(C)CC(O)=O	0.651	-0.023
[R]Nc2ccc1[nH]c(O)nc1c2	0.988	-0.378
[R]NCc1cccc(N(=O)=O)c1	1.401	-0.493
[R]CNC1CC1c2ccccc2	1.835	-0.085
[R]c1ccc(S(N)(=O)=O)cc1Cl	1.348	0.222
[R]c1ccc(C)cc1F	2.584	-0.023
[R]C(=S)Nc1ccc(OC)cc1	1.536	0.681
[R]Oc1ccc(F)c(F)c1	1.948	0.035
[R]NS(=O)(=O)c1ccc(C#N)cc1	1.057	-0.077
[R]OC(=O)c1cccnc1	0.34	-0.03
[R]S(=O)(=O)NC1CCCC1	0.528	0.575
[R]C1CO1	-0.071	0.024
[R]c1cc(C(N)=N)ccc1O	0.698	0.032
[R]NCCc1ccccc1OC	1.446	-0.679
[R]C1(CO)CC1	0.414	-0.144
[R]C(=N)OC	0.195	0.282
[R]C1(O)CN2CCC1CC2	-0.214	-0.006
[R]c1nnc(C(F)(F)F)s1	1.9	0.564
[R]c1ccc(=O)n(C)n1	0.438	0.171
[R]c1nc(C)ns1	0.968	0.326
[R]C(=O)CCc1ccc(O)cc1	2.496	0.489
[R]SCC(=O)NC1CCCC1	0.443	-0.017
[R]C(C)c1ncc(F)cn1	0.913	-0.038
[R]NC(=O)c1ccoc1C	-0.743	-0.316
[R]S(=O)(=O)N(CCC)CCC	1.323	0.543
[R]CNCCO	-0.625	-0.118
[R]NC(C)C1CCCCC1	1.982	-0.653
[R]n1cc(Cl)cn1	0.548	0.2
[R]c1ccc(C#N)c(Cl)c1C	2.999	0.181
[R]NC(=O)Nc1cccc(Cl)c1Cl	1.782	-0.235
[R]NC(=O)COc1ccc(C)cc1	1.059	-0.237
[R]NC1CCC(N(C)C)CC1	0.62	-0.648
[R]Nc2ccc1[nH]ccc1c2	0.8	-0.46
[R]N1CCCC1CN2CCCC2	0.733	-0.65
[R]NN=Cc1ccc(N(C)C)cc1	2.234	-0.555
[R]C(=O)NCC(C)CC	0.983	0.356
[R]c1cccc2nc(N)nc(N)c12	1.058	0.117
[R]c1cccc2ccc(N)nc12	1.982	-0.18
[R]C(=O)Nc1ccc(OC)nc1	0.189	0.478
[R]CSc1nnc(N)s1	1.027	0.117
[R]C(=O)c1ccc(C)nc1	0.373	0.504
[R]C(C(O)=O)C(O)=O	-0.282	0.083
[R]N2CC1CC1C2	0.263	-0.647
[R]C(=O)NN=Cc1cccnc1	0.36	0.489
[R]Cc1nnc(O)c2ccccc12	1.962	0.038
[R]CCCCOc1ccccc1	2.861	-0.076
[R]S(=O)(=O)Nc1onc(C)c1Cl	0.3	0.689
[R]c1cccc(O)c1O	1.409	-0.001
[R]C(=O)CCOC	0.443	0.494
[R]N(C)CC(C)C	1.246	-0.664
[R]C=Cc1cccc(Cl)c1	3.028	0.038
[R]N(CC)C1CCOCC1	0.206	-0.647
[R]COc1ccc(C(C)(C)C)cc1	3.444	0.024
[R]C(CC(O)=O)c1ccc(Cl)cc1	2.386	0.051
[R]C2CCN(CC1CC1)CC2	1.383	-0.131
[R]CCNC(C)C	0.826	-0.084
[R]c2nc1ccccc1n2CCC	2.418	0.272
[R]NC(=O)C(N)CCSC	-1.29	-0.232
[R]N(C)S(=O)(=O)c1ccc(F)cc1	1.522	-0.196
[R]NC(C)=N	-0.74	-0.471
[R]CCc1ccc(F)c(F)c1	3.049	-0.031
[R]c2cc1ccc(Cl)cc1s2	3.368	0.127
[R]Oc1cc(F)cc(F)c1	1.948	0.049
[R]Cc1c(Cl)cncc1Cl	2.098	0
[R]SCc1cccc(C)c1	2.574	-0.039
[R]C(=O)CCC(N)C(O)=O	-0.195	0.478
[R]C(C(=O)NC)c1ccccc1	1.085	-0.112
[R]C(=O)C=C(C)C	1.92	0.328
[R]C(C)(C)C(=O)Nc1nncs1	1.362	-0.047
[R]c1cccc2[nH]cnc12	0.849	-0.122
[R]c2ccc(C(=O)C1CC1)cc2	1.973	0.097
[R]c1ccc(OCCOC)cc1	1.56	-0.088
[R]n1cnc2cccnc12	0.486	0.04
[R]OCP(O)(O)=O	0.089	-0.281
[R]NC(=O)c1c(F)cccc1Cl	1.659	-0.261
[R]C23CC1CC(CC(O)(C1)C2)C3	1.351	-0.115
[R]CC(C)CCC	2.676	-0.136
[R]c1cc(C)cs1	1.916	0.015
[R]c1ccccc1OCCOC	1.56	-0.182
[R]C(=O)C=Cc1ccoc1	0.301	0.364
[R]NCCc1cccc(Cl)c1	2.217	-0.601
[R]NC1=NCCN1	-0.696	-0.444
[R]c2nc1ccccc1c(=O)o2	1.261	0.496
[R]N(CC)C(C)=O	-0.322	-0.346
[R]C(NC(=O)CC(C)C)C(C)C	1.876	0.065
[R]C(=O)COc1ccccc1OC	1.79	0.545
[R]SCc1cccc(F)c1	2.246	0.007
[R]CC(=O)c1ccc(N(=O)=O)cc1	1.401	0.018
[R]C(=O)C=Cc1ccc(Cl)c(Cl)c1	3.083	0.431
[R]C(Cc1ccccc1)NC	1.917	-0.003
[R]NC(=O)Nc1ccc(Br)cc1	1.537	-0.251
[R]c1ccc(NC(=O)OC)cc1	1.452	-0.05
[R]C(=O)Nc1cccnc1Cl	0.632	0.507
[R]C(=O)Nc1c(Cl)cccc1Cl	2.091	0.416
[R]C(=O)NC(CC(N)=O)C#N	-1.694	0.405
[R]C1CCCN1C(=O)OC(C)(C)C	1.339	-0.012
[R]C(F)(F)c1ccccn1	1.899	0.116
[R]CCc1ccc(N(=O)=O)cc1	2.724	0.018
[R]N1CCCC1C(=O)OC	0.126	-0.607
[R]C(CC)NC(C)CC(N)=O	-0.028	-0.375
[R]c1cccc(C=CC(=O)OC)c1	2.24	0.041
[R]c1ccccc1NC(=O)C=C	1.703	0.01
[R]NNC(=O)c1cccs1	0.567	-0.438
[R]NNc1ccccc1	1.585	-0.511
[R]CNC(=O)c1ccccc1OC	0.897	0.075
[R]C(CC(N)=O)C#N	-0.877	0.155
[R]CNC(=O)c1ccc(Cl)cc1	1.668	0.132
[R]C1CC2COCC(C1)N2C	0.472	-0.24
[R]C1CCC(=O)N1C	-0.303	0.076
[R]SCCC(N)C(O)=O	-0.671	-0.025
[R]NC(CC(N)=O)C#N	-1.397	-0.538
[R]OCc1c(Cl)cccc1Cl	2.8	-0.25
[R]CC(=O)NCCC	0.117	-0.131
[R]NC1CCOC1=O	-0.687	-0.517
[R]CC(C)(C)F	1.104	-0.099
[R]C(=O)NCCc1cccs1	0.553	0.38
[R]OC2CCN(C1CCC1)CC2	0.756	-0.28
[R]N1CCCCCCC1	1.546	-0.666
[R]c2nc(c1ccccc1)ns2	2.701	0.369
[R]C(=O)CCc1ccc(OC)cc1	2.528	0.469
[R]C=CN(=O)=O	0.698	0.494
[R]c1cc(C(C)C)no1	1.608	0.246
[R]Cc2ccc(C1CC1)cc2	3.064	-0.117
